fir_case_number,accused_full_name,role
KAR/BEN/2024/1054,Parth Setty,Co-conspirator
KAR/BEN/2024/0528,Bakhshi Dhillon,Primary Suspect
KAR/DAV/2024/1533,Warinder Morar,Primary Suspect
KAR/MAN/2024/1880,Anirudh Parmer,Accomplice
KAR/MYS/2024/0423,Joshua Saha,Primary Suspect
KAR/BEN/2024/1628,Aarav Jaggi,Primary Suspect
KAR/HUB/2024/0355,Hitesh Chaudhari,Co-conspirator
KAR/BEN/2024/1575,Yuvraj Padmanabhan,Accomplice
KAR/RAI/2024/1759,Wyatt Mutti,Co-conspirator
KAR/BID/2024/2094,Umang Jayaraman,Co-conspirator
KAR/MYS/2024/0479,Faras Pradhan,Primary Suspect
KAR/MAN/2024/1854,Upma Bhatnagar,Co-conspirator
KAR/VIJ/2024/1083,Anmol Memon,Co-conspirator
KAR/BAL/2024/1530,Zehaan Wagle,Accomplice
KAR/HUB/2024/0725,Ranbir Vig,Accomplice
KAR/BEN/2024/2225,Abhiram Minhas,Primary Suspect
KAR/SHI/2024/0207,Max Mital,Co-conspirator
KAR/UDU/2024/0472,Max Naidu,Accomplice
KAR/CHI/2024/1743,Dalbir Kapadia,Primary Suspect
KAR/TUM/2024/1573,Liam Sem,Accomplice
KAR/BEN/2024/0551,Hritik Thaman,Primary Suspect
KAR/BAL/2024/1580,Oviya Upadhyay,Co-conspirator
KAR/BEN/2024/1214,Balveer Doctor,Primary Suspect
KAR/DAV/2024/2187,Nathan Kunda,Co-conspirator
KAR/KAL/2024/1920,Chatresh Gala,Primary Suspect
KAR/BEN/2024/0697,Priya Sachdev,Primary Suspect
KAR/BEL/2024/2030,Maanav Mukherjee,Accomplice
KAR/MYS/2024/2476,Dalbir Mistry,Co-conspirator
KAR/HAS/2024/2264,Aayush Swamy,Accomplice
KAR/BEN/2024/1377,Yadavi Mani,Accomplice
KAR/BEN/2024/1361,Yashodhara Chad,Co-conspirator
KAR/CHI/2024/2042,Ryan Bora,Primary Suspect
KAR/HUB/2024/2230,Sarthak Saran,Co-conspirator
KAR/SHI/2024/0870,Bachittar Wali,Primary Suspect
KAR/BEN/2024/1704,Ronith Kumar,Co-conspirator
KAR/BEN/2024/1026,Sai Sekhon,Co-conspirator
KAR/BEN/2024/0822,Zilmil Garde,Co-conspirator
KAR/BEN/2024/0224,Gaurav Goda,Co-conspirator
KAR/BID/2024/0543,Hritik Kaul,Co-conspirator
KAR/KOP/2024/2226,Zashil Kade,Accomplice
KAR/BEN/2024/2481,Amol Bhakta,Accomplice
KAR/RAI/2024/2103,Omkaar Tank,Co-conspirator
KAR/BID/2024/0931,Manthan Krishna,Primary Suspect
KAR/BEN/2024/2047,Elijah Chadha,Primary Suspect
KAR/BEN/2024/1070,Hritik Bansal,Co-conspirator
KAR/BEN/2024/0273,Shivani Dhawan,Co-conspirator
KAR/KAL/2024/2224,Pranav Agate,Primary Suspect
KAR/TUM/2024/2412,Jairaj Sodhi,Co-conspirator
KAR/BAL/2024/2362,Chakradev Ratta,Primary Suspect
KAR/KAL/2024/1297,Tanvi Parsa,Co-conspirator
KAR/SHI/2024/1445,Prisha Khatri,Co-conspirator
KAR/BEN/2024/0477,Janaki Sankaran,Accomplice
KAR/MYS/2024/0640,Alexander Dubey,Co-conspirator
KAR/CHI/2024/2061,Praneel Mall,Primary Suspect
KAR/CHI/2024/1262,Rachana Hora,Co-conspirator
KAR/BEN/2024/0366,George Bajaj,Accomplice
KAR/CHI/2024/2325,Balhaar Dube,Co-conspirator
KAR/BEN/2024/1656,Nirja Chahal,Primary Suspect
KAR/BEN/2024/0884,Arjun Goswami,Co-conspirator
KAR/KOP/2024/2162,Chaitanya Lall,Accomplice
KAR/UDU/2024/1996,Simon Chadha,Primary Suspect
KAR/DAV/2024/0150,Hritik Dugar,Co-conspirator
KAR/BEN/2024/2370,Samar Gill,Accomplice
KAR/BEN/2024/0010,Isaac Khurana,Primary Suspect
KAR/BEL/2024/1838,Hemangini Kant,Co-conspirator
KAR/KAL/2024/0861,Aayush Sarna,Accomplice
KAR/HAS/2024/2458,Krish Puri,Primary Suspect
KAR/BAL/2024/1914,Hitesh Chakraborty,Co-conspirator
KAR/BEN/2024/1758,Kamya Johal,Primary Suspect
KAR/BEL/2024/2497,Yatin Deep,Accomplice
KAR/MAN/2024/1691,Pratyush Madan,Primary Suspect
KAR/VIJ/2024/0720,Rohan Kibe,Accomplice
KAR/BEN/2024/0306,Abdul Nair,Accomplice
KAR/BEN/2024/2481,Bahadurjit Raja,Accomplice
KAR/BEL/2024/0223,Chaitaly Mitter,Primary Suspect
KAR/SHI/2024/0519,Abhimanyu Contractor,Co-conspirator
KAR/KOP/2024/2120,Ayush Sura,Primary Suspect
KAR/HUB/2024/2172,Imaran Sane,Primary Suspect
KAR/TUM/2024/0680,Yadavi Agrawal,Primary Suspect
KAR/HAS/2024/1089,Arjun Garg,Accomplice
KAR/SHI/2024/2456,Naksh Dube,Co-conspirator
KAR/UDU/2024/0597,Ranveer Barad,Primary Suspect
KAR/DAV/2024/1457,Om Doshi,Co-conspirator
KAR/RAI/2024/1588,Nathaniel Dubey,Co-conspirator
KAR/KAL/2024/1096,Aishani Bajwa,Co-conspirator
KAR/UDU/2024/1996,Nachiket Shanker,Primary Suspect
KAR/RAI/2024/2034,Teerth Kuruvilla,Co-conspirator
KAR/BEN/2024/1169,Gaurav Modi,Co-conspirator
KAR/UDU/2024/1996,Caleb Bose,Co-conspirator
KAR/SHI/2024/1465,Rudra Vora,Primary Suspect
KAR/BEN/2024/1054,Frado Maharaj,Primary Suspect
KAR/SHI/2024/0184,Avni Kannan,Co-conspirator
KAR/SHI/2024/1471,Watika Brar,Accomplice
KAR/BID/2024/0085,George Dugal,Co-conspirator
KAR/MYS/2024/1464,Akshay Wagle,Co-conspirator
KAR/BEN/2024/0917,Hitesh Chakraborty,Primary Suspect
KAR/MYS/2024/2212,Osha Hari,Co-conspirator
KAR/CHI/2024/2201,Rushil Ahuja,Accomplice
KAR/DAV/2024/2282,Siya Arya,Accomplice
KAR/HAS/2024/2159,Dayamai More,Primary Suspect
KAR/BEN/2024/2254,Wyatt Vaidya,Accomplice
KAR/BEL/2024/0301,Champak Subramaniam,Co-conspirator
KAR/MAN/2024/1672,Harrison Kota,Accomplice
KAR/TUM/2024/0886,Abhimanyu Saha,Primary Suspect
KAR/BEN/2024/1035,Mohini Vaidya,Primary Suspect
KAR/BEN/2024/0224,Faris Dua,Accomplice
KAR/BEN/2024/0627,Ekansh Dada,Co-conspirator
KAR/BEL/2024/1443,Ojas Bajaj,Co-conspirator
KAR/MYS/2024/0640,Darsh De,Co-conspirator
KAR/DAV/2024/1319,Gaurav Comar,Accomplice
KAR/HAS/2024/0120,Vasudha Balasubramanian,Primary Suspect
KAR/BEN/2024/1397,Qarin Patil,Accomplice
KAR/BEN/2024/2430,Xalak Rajan,Accomplice
KAR/BID/2024/1523,Vyanjana Baria,Accomplice
KAR/HUB/2024/1878,Triya Dugar,Co-conspirator
KAR/KOL/2024/2239,Farhan Walla,Accomplice
KAR/DAV/2024/1951,Vedant Palla,Primary Suspect
KAR/BEN/2024/2051,Rushil Bose,Primary Suspect
KAR/BEN/2024/0371,Krish Puri,Co-conspirator
KAR/KAL/2024/1297,Raagini Tiwari,Co-conspirator
KAR/BEN/2024/2001,Tamanna Soni,Co-conspirator
KAR/DAV/2024/1251,Udant Ghosh,Accomplice
KAR/KAL/2024/0583,Finn Chaudhary,Primary Suspect
KAR/BAL/2024/1092,Gaurang Buch,Primary Suspect
KAR/MAN/2024/0034,Jason Bumb,Co-conspirator
KAR/VIJ/2024/1355,Mitali Singhal,Co-conspirator
KAR/HUB/2024/2142,Finn Manda,Accomplice
KAR/DAV/2024/2101,Forum Nayar,Co-conspirator
KAR/KAL/2024/1540,Chavvi De,Co-conspirator
KAR/BAL/2024/0645,Maya Raju,Co-conspirator
KAR/HAS/2024/0881,Vaishnavi Bedi,Accomplice
KAR/SHI/2024/0519,Aishani Bobal,Co-conspirator
KAR/BEN/2024/0300,Faqid Chadha,Co-conspirator
KAR/BAL/2024/1917,Fiyaz Soman,Co-conspirator
KAR/BID/2024/1972,Dev Patla,Accomplice
KAR/KOL/2024/0043,Avi Sawhney,Primary Suspect
KAR/KOP/2024/2100,Samaksh Subramaniam,Accomplice
KAR/MAN/2024/2475,Yug Aurora,Accomplice
KAR/KOL/2024/0033,Pratyush Lala,Co-conspirator
KAR/BEN/2024/2411,Akshay Kapoor,Co-conspirator
KAR/MAN/2024/1044,Gautami Mallick,Co-conspirator
KAR/BEN/2024/2240,Abeer Sidhu,Accomplice
KAR/BEN/2024/2330,Azaan Viswanathan,Accomplice
KAR/BEN/2024/0304,Harsh Datta,Primary Suspect
KAR/BEN/2024/0363,Jeet Mohanty,Primary Suspect
KAR/BEN/2024/1889,Anay Golla,Accomplice
KAR/BEN/2024/1348,Rushil Ahuja,Primary Suspect
KAR/MYS/2024/0859,Rohan Krish,Accomplice
KAR/RAI/2024/2367,Lekha Bahri,Accomplice
KAR/BEN/2024/1957,Oscar Lall,Accomplice
KAR/BID/2024/2425,Ekalinga Dar,Accomplice
KAR/BEN/2024/1149,Bakhshi Batta,Primary Suspect
KAR/CHI/2024/2360,Qasim Pillai,Primary Suspect
KAR/BEN/2024/1022,Umang Karpe,Primary Suspect
KAR/BEL/2024/0587,Balhaar Sood,Accomplice
KAR/KOL/2024/0596,Anirudh Parmer,Co-conspirator
KAR/BEN/2024/1747,Ronith Raj,Co-conspirator
KAR/KOP/2024/1115,Ekaraj Sood,Accomplice
KAR/VIJ/2024/1281,Ishani Chaudhry,Primary Suspect
KAR/HUB/2024/1223,Kabir Yogi,Co-conspirator
KAR/MAN/2024/1009,Rajeshri Dugar,Co-conspirator
KAR/VIJ/2024/1281,Chandresh Kant,Accomplice
KAR/MAN/2024/1044,Chandran Krishnamurthy,Primary Suspect
KAR/BEN/2024/1420,Vincent Dhaliwal,Accomplice
KAR/BEN/2024/2443,Sudiksha Rastogi,Primary Suspect
KAR/VIJ/2024/1281,Neelima Dash,Co-conspirator
KAR/KOL/2024/1526,Benjamin Dhingra,Accomplice
KAR/MYS/2024/0922,Anay Golla,Co-conspirator
KAR/MAN/2024/0339,Chatura Kota,Primary Suspect
KAR/UDU/2024/1888,Parth Thaman,Accomplice
KAR/MYS/2024/0912,Gaurav Goda,Accomplice
KAR/MAN/2024/0024,Teerth Bala,Co-conspirator
KAR/VIJ/2024/1966,Rehaan Chaudry,Accomplice
KAR/DAV/2024/1849,Aarush Tata,Co-conspirator
KAR/BEN/2024/2260,Upasna Padmanabhan,Primary Suspect
KAR/BEN/2024/1607,Veer Kar,Primary Suspect
KAR/TUM/2024/2332,Aadi Khalsa,Primary Suspect
KAR/MAN/2024/0843,Baljiwan Palla,Accomplice
KAR/SHI/2024/1334,Harrison Ramakrishnan,Accomplice
KAR/SHI/2024/0874,Lakshit Mangat,Co-conspirator
KAR/KAL/2024/2224,Lohit Garde,Co-conspirator
KAR/MAN/2024/2033,Ojas Roy,Co-conspirator
KAR/MYS/2024/0826,Yashawini Sharaf,Co-conspirator
KAR/BEN/2024/2415,Dhruv Saini,Co-conspirator
KAR/BAL/2024/0990,Patrick Kalita,Primary Suspect
KAR/BAL/2024/0705,Jairaj Khurana,Primary Suspect
KAR/MAN/2024/1225,Charles Din,Co-conspirator
KAR/BEN/2024/0975,Pranit Chahal,Accomplice
KAR/BEN/2024/1507,Inaya Buch,Primary Suspect
KAR/BEN/2024/1138,Samuel Anne,Co-conspirator
KAR/HUB/2024/2307,Jairaj Kalla,Accomplice
KAR/MAN/2024/1259,Ojas Gade,Primary Suspect
KAR/MAN/2024/0501,Nitesh Khatri,Co-conspirator
KAR/UDU/2024/1904,Girik Date,Accomplice
KAR/BEL/2024/0100,Girindra Nayar,Primary Suspect
KAR/BEN/2024/0222,Yatin Upadhyay,Co-conspirator
KAR/HAS/2024/0493,Hredhaan Dada,Primary Suspect
KAR/BEN/2024/1244,Anay Pandya,Co-conspirator
KAR/BEN/2024/1635,Abdul Goda,Primary Suspect
KAR/KAL/2024/0119,Upkaar Viswanathan,Co-conspirator
KAR/BEN/2024/1657,Anmol Tank,Primary Suspect
KAR/KOP/2024/2304,Saksham Sabharwal,Accomplice
KAR/DAV/2024/2236,Yashasvi Sampath,Co-conspirator
KAR/SHI/2024/1728,Manbir Divan,Co-conspirator
KAR/VIJ/2024/1596,Bakhshi Oommen,Primary Suspect
KAR/KAL/2024/1000,Harsh Kannan,Accomplice
KAR/HAS/2024/1746,Dalbir Varghese,Co-conspirator
KAR/HAS/2024/0176,Omkaar Barad,Primary Suspect
KAR/MYS/2024/2323,Ekavir Naik,Primary Suspect
KAR/BEN/2024/1870,Imaran Rout,Primary Suspect
KAR/TUM/2024/0469,Oscar Keer,Accomplice
KAR/BID/2024/0543,Charan Devan,Accomplice
KAR/BEL/2024/2190,Aadi Gokhale,Primary Suspect
KAR/HAS/2024/1369,Zayyan Gade,Primary Suspect
KAR/BEN/2024/0015,Harsh Suri,Co-conspirator
KAR/UDU/2024/0321,Matthew Bala,Primary Suspect
KAR/BEN/2024/2370,Abhiram Chakraborty,Co-conspirator
KAR/BEN/2024/1836,Bachittar Chawla,Co-conspirator
KAR/BEN/2024/2409,Wyatt Chada,Accomplice
KAR/BEN/2024/0203,Bhavya Pai,Accomplice
KAR/SHI/2024/0111,Harrison Baral,Co-conspirator
KAR/BID/2024/2145,Vanya Madan,Primary Suspect
KAR/BEN/2024/1444,Aarav Shanker,Co-conspirator
KAR/KOP/2024/2241,Gaurav Modi,Co-conspirator
KAR/HAS/2024/0294,Arya Bose,Accomplice
KAR/KOL/2024/2023,Qasim Pillai,Co-conspirator
KAR/MYS/2024/0703,Geetika Saraf,Primary Suspect
KAR/BEN/2024/2343,Maanav Dhaliwal,Primary Suspect
KAR/DAV/2024/1708,Hritik Modi,Co-conspirator
KAR/BEN/2024/0829,Laksh Sharaf,Accomplice
KAR/BID/2024/1428,Fitan Basak,Accomplice
KAR/BEN/2024/1145,Chakradev Minhas,Primary Suspect
KAR/HAS/2024/0188,Udant Wable,Primary Suspect
KAR/RAI/2024/2103,Ekalinga Lala,Co-conspirator
KAR/BEN/2024/0128,Zaid De,Accomplice
KAR/KOL/2024/1584,Ojasvi Bhatti,Accomplice
KAR/BEN/2024/2075,Geetika Singh,Accomplice
KAR/BEN/2024/0700,Hitesh Karpe,Accomplice
KAR/KOL/2024/1532,Finn Srinivas,Accomplice
KAR/BEN/2024/2222,Devika Pandya,Primary Suspect
KAR/MAN/2024/0393,Mekhala Ranganathan,Accomplice
KAR/BEN/2024/0526,Sai Wason,Accomplice
KAR/BEN/2024/1078,Simon Date,Primary Suspect
KAR/BEL/2024/2207,Janya Mann,Accomplice
KAR/BAL/2024/0487,Aayush Memon,Co-conspirator
KAR/BEN/2024/0618,Faraj Reddy,Accomplice
KAR/BEN/2024/2306,Neel Nadig,Accomplice
KAR/BEN/2024/2477,Yamini Pandit,Primary Suspect
KAR/VIJ/2024/2410,Chaaya Kapoor,Primary Suspect
KAR/MAN/2024/0172,Shivansh Kala,Co-conspirator
KAR/BID/2024/0421,Aarav Shetty,Primary Suspect
KAR/CHI/2024/1743,Vincent Palla,Accomplice
KAR/BEN/2024/1386,Ridhi Kanda,Accomplice
KAR/BEN/2024/0338,Faris Kadakia,Co-conspirator
KAR/DAV/2024/0069,Gautam Master,Accomplice
KAR/RAI/2024/2119,Naksh Taneja,Co-conspirator
KAR/CHI/2024/1605,Abeer Sawhney,Primary Suspect
KAR/KOL/2024/0074,Pratyush Sarna,Co-conspirator
KAR/HUB/2024/2072,Vamakshi Ghosh,Primary Suspect
KAR/BEN/2024/1521,Wahab Mangal,Co-conspirator
KAR/VIJ/2024/1944,George Maharaj,Accomplice
KAR/MYS/2024/2436,Krishna Hari,Primary Suspect
KAR/RAI/2024/1714,Udarsh Doctor,Co-conspirator
KAR/BEL/2024/2190,Chakradev Vora,Accomplice
KAR/BEL/2024/0598,Bhavika Pandya,Co-conspirator
KAR/BEN/2024/1436,Anika Grover,Co-conspirator
KAR/CHI/2024/0164,Gaurav Mangal,Co-conspirator
KAR/BEN/2024/1296,Quincy Dubey,Co-conspirator
KAR/KOL/2024/1344,Sarthak Naik,Primary Suspect
KAR/BEN/2024/1055,Amol Baria,Co-conspirator
KAR/BEN/2024/0801,Aadi Gokhale,Co-conspirator
KAR/KOL/2024/0070,Rishi Brahmbhatt,Co-conspirator
KAR/BAL/2024/2386,Hredhaan Prabhakar,Co-conspirator
KAR/KOL/2024/0814,Darsh De,Accomplice
KAR/BEN/2024/0495,Lakshit Dayal,Co-conspirator
KAR/MYS/2024/1599,Faraj Reddy,Co-conspirator
KAR/BEN/2024/1572,Raghav Chokshi,Primary Suspect
KAR/RAI/2024/0605,Geetika Singh,Co-conspirator
KAR/BEN/2024/1374,Pranit Bail,Primary Suspect
KAR/MYS/2024/1288,Michael Aurora,Accomplice
KAR/BEN/2024/1442,Liam Mammen,Accomplice
KAR/KOP/2024/1203,Aayush Tella,Co-conspirator
KAR/BEN/2024/2415,Indrajit Boase,Primary Suspect
KAR/BEN/2024/0827,Qarin Dutt,Accomplice
KAR/BID/2024/1329,Siya Comar,Co-conspirator
KAR/BEL/2024/1477,Bimala Dhillon,Co-conspirator
KAR/BEN/2024/2084,Forum Soni,Primary Suspect
KAR/RAI/2024/1667,Mohammed Ray,Co-conspirator
KAR/MYS/2024/2212,Hema Varughese,Co-conspirator
KAR/KAL/2024/0818,Urishilla Nagarajan,Accomplice
KAR/BEL/2024/2029,Balendra Garde,Primary Suspect
KAR/DAV/2024/0954,Xavier Dalal,Accomplice
KAR/MYS/2024/2447,Akshay Raghavan,Co-conspirator
KAR/KAL/2024/0079,Advay Saraf,Co-conspirator
KAR/MYS/2024/2007,Oliver Dugal,Co-conspirator
KAR/BEN/2024/0770,Faras Tank,Primary Suspect
KAR/KOP/2024/2300,Tristan Handa,Accomplice
KAR/BEN/2024/1147,Sai Atwal,Primary Suspect
KAR/TUM/2024/0538,Naveen Talwar,Primary Suspect
KAR/UDU/2024/0799,Gaurika Setty,Primary Suspect
KAR/DAV/2024/0277,Arjun Gara,Primary Suspect
KAR/MAN/2024/1201,Onveer Palan,Co-conspirator
KAR/BEN/2024/1014,Karan Banik,Primary Suspect
KAR/BEN/2024/2393,Libni Bhardwaj,Accomplice
KAR/UDU/2024/0808,Shivani Dhawan,Co-conspirator
KAR/BID/2024/2237,Forum Soni,Accomplice
KAR/BEN/2024/0988,Akshay Divan,Accomplice
KAR/VIJ/2024/2410,Siya Comar,Primary Suspect
KAR/BEN/2024/0973,Bhavna Sarraf,Co-conspirator
KAR/BEN/2024/1511,Girik Chowdhury,Co-conspirator
KAR/VIJ/2024/0775,Zinal Bawa,Co-conspirator
KAR/BEN/2024/1587,Diya Brahmbhatt,Co-conspirator
KAR/BEN/2024/1910,Daniel Kala,Primary Suspect
KAR/VIJ/2024/0824,Anika Grover,Co-conspirator
KAR/RAI/2024/0332,Udant Wable,Co-conspirator
KAR/BEN/2024/2370,Gayathri Venkatesh,Primary Suspect
KAR/BEN/2024/2139,Henry Deshmukh,Accomplice
KAR/UDU/2024/1195,Dhriti Sachar,Co-conspirator
KAR/KOL/2024/0386,Bhavika Pandya,Co-conspirator
KAR/BEN/2024/2342,Maanas Nair,Co-conspirator
KAR/BEN/2024/1188,Faris Ramakrishnan,Co-conspirator
KAR/BEN/2024/0558,Ojas Setty,Co-conspirator
KAR/RAI/2024/0290,Jai Radhakrishnan,Primary Suspect
KAR/BEN/2024/1226,Xalak Bath,Accomplice
KAR/VIJ/2024/1101,Ekapad Borde,Co-conspirator
KAR/BEN/2024/2167,Gaurang Mann,Primary Suspect
KAR/HAS/2024/1676,Kai Iyer,Co-conspirator
KAR/HAS/2024/1369,Teerth Bala,Accomplice
KAR/BEN/2024/1362,Veer Kar,Primary Suspect
KAR/BEN/2024/1233,Omkaar Guha,Co-conspirator
KAR/BID/2024/2278,Zansi Patla,Primary Suspect
KAR/KOP/2024/0718,Lohit Gupta,Co-conspirator
KAR/BEN/2024/1496,Michael Aurora,Accomplice
KAR/CHI/2024/1494,Wakeeta Shetty,Accomplice
KAR/DAV/2024/2211,Rohan Lata,Co-conspirator
KAR/BEN/2024/1414,Fitan Suri,Co-conspirator
KAR/BEN/2024/1769,Aayush Sarna,Co-conspirator
KAR/RAI/2024/1588,Saksham Deol,Co-conspirator
KAR/BEN/2024/2155,Anay Taneja,Accomplice
KAR/BEN/2024/1706,Girindra Nayar,Primary Suspect
KAR/DAV/2024/1148,Zaid Mann,Accomplice
KAR/VIJ/2024/1475,Anita Bhatnagar,Accomplice
KAR/BEN/2024/1712,Abdul Chadha,Co-conspirator
KAR/UDU/2024/0707,Shravya Gala,Primary Suspect
KAR/MAN/2024/0749,Ethan Toor,Co-conspirator
KAR/RAI/2024/2398,Siddharth Wali,Co-conspirator
KAR/HUB/2024/0725,Yug Sahni,Accomplice
KAR/BEN/2024/1291,Nidhi Goel,Accomplice
KAR/BEN/2024/0791,Eshana Gandhi,Co-conspirator
KAR/VIJ/2024/1389,Vedant Palla,Co-conspirator
KAR/HAS/2024/0449,Ekapad Borde,Primary Suspect
KAR/BAL/2024/1990,Brijesh Sant,Primary Suspect
KAR/CHI/2024/1856,Nirja Chahal,Accomplice
KAR/BEN/2024/2041,Theodore Tella,Accomplice
KAR/BEN/2024/2381,Aishani Bobal,Accomplice
KAR/RAI/2024/2205,Arya Wason,Primary Suspect
KAR/BEN/2024/1855,Shaurya Luthra,Co-conspirator
KAR/BEN/2024/2184,Vanya Pillai,Accomplice
KAR/SHI/2024/0207,Arjun Yadav,Co-conspirator
KAR/BEN/2024/1352,Yatan Arora,Co-conspirator
KAR/BEL/2024/0979,Faras Jain,Accomplice
KAR/BEL/2024/0934,Veer Mand,Primary Suspect
KAR/BEN/2024/1883,Kevin Reddy,Accomplice
KAR/HUB/2024/0087,Anthony Mani,Primary Suspect
KAR/VIJ/2024/0256,Qasim Ratta,Accomplice
KAR/HUB/2024/0355,Warinder Kohli,Accomplice
KAR/BEN/2024/1174,Anthony Ravel,Primary Suspect
KAR/CHI/2024/0542,Om Merchant,Primary Suspect
KAR/BAL/2024/1042,Lekha Vyas,Primary Suspect
KAR/KOP/2024/1299,David Nagar,Accomplice
KAR/BEN/2024/0271,Nandini Vora,Co-conspirator
KAR/BEN/2024/2251,Fitan Wali,Primary Suspect
KAR/SHI/2024/2004,Yutika Prashad,Accomplice
KAR/HUB/2024/1256,Frado Pradhan,Co-conspirator
KAR/BEN/2024/0785,Gautami Raghavan,Primary Suspect
KAR/SHI/2024/0111,Tanmayi Chakraborty,Accomplice
KAR/UDU/2024/1160,Ekiya Bala,Primary Suspect
KAR/KAL/2024/0295,Mason Iyengar,Accomplice
KAR/BEN/2024/0259,Yashvi Dugar,Co-conspirator
KAR/BEN/2024/1058,Gautam Gulati,Co-conspirator
KAR/MAN/2024/0297,Liam Bhatnagar,Accomplice
KAR/MAN/2024/1225,Brijesh Sant,Co-conspirator
KAR/DAV/2024/0277,Chakradhar Nazareth,Accomplice
KAR/BEN/2024/0112,Fitan Kade,Co-conspirator
KAR/HAS/2024/1367,Gautami Hari,Accomplice
KAR/MYS/2024/0737,Anay Pandya,Co-conspirator
KAR/HAS/2024/1215,Wyatt Vasa,Co-conspirator
KAR/BEL/2024/0977,Nitesh Andra,Co-conspirator
KAR/BEN/2024/0503,Simon Chandra,Primary Suspect
KAR/CHI/2024/0497,Fiyaz Wali,Primary Suspect
KAR/BEN/2024/1601,Dalbir Pillay,Accomplice
KAR/HAS/2024/2483,Vaishnavi Loyal,Co-conspirator
KAR/RAI/2024/1831,Rushil Barman,Co-conspirator
KAR/RAI/2024/2367,Frederick Tata,Co-conspirator
KAR/MAN/2024/2005,Agastya Kashyap,Primary Suspect
KAR/BEL/2024/1934,Mason Baral,Primary Suspect
KAR/HAS/2024/0238,Vincent Dhaliwal,Accomplice
KAR/DAV/2024/1847,Mitesh Kaul,Co-conspirator
KAR/BAL/2024/2010,Teerth Krishna,Co-conspirator
KAR/TUM/2024/1805,Bakhshi Oommen,Primary Suspect
KAR/BID/2024/0634,Jeevika Bobal,Co-conspirator
KAR/BEN/2024/1335,Hardik Dalal,Accomplice
KAR/BEN/2024/2171,Inaya Buch,Primary Suspect
KAR/MAN/2024/2491,Gautam Balakrishnan,Primary Suspect
KAR/BEN/2024/1536,Rohan Wadhwa,Accomplice
KAR/BEN/2024/1963,Benjamin Bansal,Co-conspirator
KAR/KOL/2024/2031,Vyanjana Baria,Primary Suspect
KAR/HAS/2024/2450,Arjun Yohannan,Accomplice
KAR/MAN/2024/1753,Zilmil Garde,Primary Suspect
KAR/SHI/2024/0539,Ishaan Balay,Accomplice
KAR/BEN/2024/1992,Gaurang Balan,Accomplice
KAR/BEN/2024/0299,Neel Dalal,Co-conspirator
KAR/HUB/2024/0747,Elijah Kara,Primary Suspect
KAR/BAL/2024/2386,Daniel Swamy,Primary Suspect
KAR/UDU/2024/1806,Oscar Sangha,Co-conspirator
KAR/BEN/2024/1214,Bahadurjit Kala,Primary Suspect
KAR/BEN/2024/2486,Ishaan Ramesh,Co-conspirator
KAR/BEN/2024/1047,Aarav Sule,Primary Suspect
KAR/BEN/2024/0622,Shravya Gala,Co-conspirator
KAR/BEN/2024/0537,Nitara Deep,Primary Suspect
KAR/KOP/2024/0463,Widisha More,Co-conspirator
KAR/BEN/2024/0275,Anirudh Nagi,Accomplice
KAR/KOP/2024/2226,Isaiah Chauhan,Co-conspirator
KAR/BEN/2024/1252,Anmol Tank,Accomplice
KAR/BEN/2024/1349,Zashil Ahuja,Accomplice
KAR/BEN/2024/1945,Ronith Raval,Accomplice
KAR/BEN/2024/2333,Yochana Rastogi,Co-conspirator
KAR/BEN/2024/1088,Bishakha Deshpande,Accomplice
KAR/BEN/2024/1466,Hemangini Kant,Accomplice
KAR/HUB/2024/2214,Tanay Arya,Primary Suspect
KAR/BEN/2024/1872,Frado Pradhan,Accomplice
KAR/BEN/2024/2228,Liam Bhagat,Accomplice
KAR/BEN/2024/2183,Tejas Sani,Co-conspirator
KAR/BEN/2024/1149,Jeet Dutt,Primary Suspect
KAR/BEN/2024/2169,Chakradhar Kothari,Co-conspirator
KAR/KOL/2024/0367,Faris Kadakia,Primary Suspect
KAR/HUB/2024/1468,Siddharth Sule,Accomplice
KAR/MAN/2024/1027,Tripti Natarajan,Co-conspirator
KAR/BEN/2024/1768,Ojas Mahajan,Co-conspirator
KAR/VIJ/2024/0289,Ishanvi Pathak,Primary Suspect
KAR/TUM/2024/1109,Dhruv Vasa,Co-conspirator
KAR/MAN/2024/0227,Divya Bali,Accomplice
KAR/TUM/2024/0564,Sarthak Parekh,Accomplice
KAR/RAI/2024/2095,Chandani Seshadri,Accomplice
KAR/BEN/2024/2489,Rehaan Swamy,Accomplice
KAR/BEN/2024/1345,Sarthak Parmar,Primary Suspect
KAR/BEN/2024/0595,Gavin Sule,Co-conspirator
KAR/BEN/2024/0502,Falak Lad,Accomplice
KAR/BEN/2024/1511,Bakhshi Oommen,Co-conspirator
KAR/MAN/2024/1788,Onveer Bhatnagar,Accomplice
KAR/BEN/2024/1312,Madhav Koshy,Primary Suspect
KAR/RAI/2024/0574,Samar Palla,Co-conspirator
KAR/BEN/2024/0732,Maya Raju,Primary Suspect
KAR/HAS/2024/2096,Falan Sahota,Accomplice
KAR/BEN/2024/0884,Abeer Bakshi,Accomplice
KAR/BAL/2024/1773,Januja Lad,Co-conspirator
KAR/TUM/2024/2165,Warinder Kalita,Primary Suspect
KAR/BEL/2024/0327,Sachi Rajagopalan,Accomplice
KAR/VIJ/2024/0554,Pallavi Rajagopalan,Primary Suspect
