fir_case_number,accused_full_name,accused_role
KAR/MAN/2024/0783,Ekbal Sawhney,Co-conspirator
KAR/BEN/2024/0403,Timothy Zacharia,Primary Suspect
KAR/MAN/2024/1969,Qarin Chaudhry,Co-conspirator
KAR/TUM/2024/0583,Zayyan Kunda,Primary Suspect
KAR/BEN/2024/1062,Ishaan Nagy,Primary Suspect
KAR/MYS/2024/1396,Jagdish Kapadia,Accomplice
KAR/MAN/2024/1122,David Krishnamurthy,Accomplice
KAR/BEN/2024/1582,Prisha Sarraf,Accomplice
KAR/HUB/2024/1075,Bakhshi Sidhu,Primary Suspect
KAR/HUB/2024/0419,Ojas Taneja,Primary Suspect
KAR/BAL/2024/1230,Umang Jani,Accomplice
KAR/BEN/2024/2214,Falak Sehgal,Co-conspirator
KAR/BEL/2024/1202,Anirudh Naik,Co-conspirator
KAR/BEN/2024/0577,Hitesh Sangha,Accomplice
KAR/TUM/2024/1421,Christopher Dugal,Accomplice
KAR/MYS/2024/2057,Krishna Iyer,Accomplice
KAR/VIJ/2024/0949,Ayaan Srinivasan,Primary Suspect
KAR/MYS/2024/0294,Sarthak Narain,Primary Suspect
KAR/KAL/2024/1479,Banjeet Sule,Accomplice
KAR/HAS/2024/1951,Laksh Sama,Primary Suspect
KAR/BEN/2024/2473,Jyoti Zacharia,Accomplice
KAR/KOL/2024/1191,Victor Jhaveri,Co-conspirator
KAR/MAN/2024/0579,Neha Bains,Accomplice
KAR/UDU/2024/0165,Jason Comar,Primary Suspect
KAR/TUM/2024/0186,Advay Savant,Co-conspirator
KAR/MYS/2024/1937,Jack Hayer,Co-conspirator
KAR/BEN/2024/1858,Onkar Palla,Co-conspirator
KAR/MYS/2024/1371,Gayathri Padmanabhan,Co-conspirator
KAR/BEN/2024/1262,Falan Raju,Primary Suspect
KAR/MAN/2024/0257,Dalaja Narayan,Accomplice
KAR/UDU/2024/0103,Kevin Yadav,Primary Suspect
KAR/BEN/2024/0029,Aishani Balakrishnan,Accomplice
KAR/DAV/2024/1084,Nachiket Behl,Primary Suspect
KAR/BEN/2024/2149,Wazir Dhillon,Co-conspirator
KAR/BEN/2024/1145,Gagan Kala,Primary Suspect
KAR/BEN/2024/0944,Ekbal Sawhney,Co-conspirator
KAR/HAS/2024/0180,Utkarsh Doctor,Accomplice
KAR/BEN/2024/0135,Gautami Saini,Primary Suspect
KAR/BAL/2024/0223,Gauri Jaggi,Co-conspirator
KAR/BEN/2024/1414,Ayaan Nadig,Primary Suspect
KAR/HUB/2024/1831,Harshil Banik,Primary Suspect
KAR/BEN/2024/2161,Alexander Malhotra,Co-conspirator
KAR/TUM/2024/2168,Warhi Char,Accomplice
KAR/MAN/2024/2294,Nicholas Nazareth,Primary Suspect
KAR/MAN/2024/0317,Kevin Krishnan,Co-conspirator
KAR/BEN/2024/0911,Veer Ganguly,Co-conspirator
KAR/TUM/2024/1490,Nitesh Deshpande,Accomplice
KAR/TUM/2024/2116,Aryan Ratti,Primary Suspect
KAR/BEN/2024/0496,Harish Chatterjee,Primary Suspect
KAR/HAS/2024/1030,Aadhya Padmanabhan,Accomplice
KAR/BEN/2024/1700,Gautami Zachariah,Co-conspirator
KAR/BEN/2024/0616,Jason Madan,Co-conspirator
KAR/BEN/2024/1827,Yuvraj Nagi,Accomplice
KAR/SHI/2024/2148,Krishna Kunda,Accomplice
KAR/MAN/2024/0844,Caleb Gopal,Accomplice
KAR/BEN/2024/0560,Robert Devi,Co-conspirator
KAR/KOP/2024/0162,Jack Deep,Primary Suspect
KAR/HUB/2024/0651,Sathvik Talwar,Primary Suspect
KAR/DAV/2024/0906,Farhan Chandran,Accomplice
KAR/BEN/2024/0412,Maanas Bala,Co-conspirator
KAR/BEN/2024/0261,Max Hora,Co-conspirator
KAR/BID/2024/1078,Nitesh Deshpande,Accomplice
KAR/BEN/2024/0303,Max Yadav,Primary Suspect
KAR/BEN/2024/2062,Onkar Dey,Accomplice
KAR/MAN/2024/1485,Shaurya Divan,Co-conspirator
KAR/BID/2024/0463,Zehaan Kothari,Primary Suspect
KAR/BEN/2024/2169,Amol Cheema,Primary Suspect
KAR/BEN/2024/2372,Barkha Bal,Co-conspirator
KAR/SHI/2024/0888,Udarsh Bawa,Co-conspirator
KAR/CHI/2024/0791,Rachana Muni,Primary Suspect
KAR/HUB/2024/2336,Ojas Raghavan,Accomplice
KAR/BEN/2024/1694,Gayathri Padmanabhan,Co-conspirator
KAR/BEN/2024/0099,Qasim Bhagat,Accomplice
KAR/VIJ/2024/2434,Advay Savant,Accomplice
KAR/BEN/2024/0726,Matthew Sha,Accomplice
KAR/BAL/2024/0223,Jeet Kant,Co-conspirator
KAR/BEN/2024/1370,Mitesh Dugar,Co-conspirator
KAR/KOP/2024/1588,Nachiket Kalla,Primary Suspect
KAR/BAL/2024/2118,Yash Rajagopal,Co-conspirator
KAR/VIJ/2024/0670,Victor Goel,Accomplice
KAR/VIJ/2024/0669,Veer Maharaj,Primary Suspect
KAR/HAS/2024/0225,Banjeet Mohanty,Accomplice
KAR/BEN/2024/1944,Viraj Bhatia,Accomplice
KAR/BEN/2024/2475,Farhan Chandran,Primary Suspect
KAR/BEN/2024/2190,Faras Mohan,Primary Suspect
KAR/HAS/2024/0448,Parth Saini,Co-conspirator
KAR/BEN/2024/0874,Ikshita Bhasin,Accomplice
KAR/VIJ/2024/1972,Radha Biswas,Accomplice
KAR/VIJ/2024/1778,Nidra Golla,Accomplice
KAR/BEN/2024/0358,Laksh Pant,Primary Suspect
KAR/HAS/2024/1974,Yagnesh Munshi,Accomplice
KAR/BEN/2024/1873,Vincent Bera,Accomplice
KAR/MYS/2024/2438,Neel Ben,Co-conspirator
KAR/BEN/2024/0742,Quincy Tank,Co-conspirator
KAR/UDU/2024/0018,Kashvi Som,Accomplice
KAR/BEN/2024/0457,Rishi Vala,Primary Suspect
KAR/BEN/2024/0155,Jairaj Korpal,Co-conspirator
KAR/DAV/2024/0821,Samesh Borra,Primary Suspect
KAR/BEN/2024/2062,Ekbal Chopra,Co-conspirator
KAR/BEN/2024/1482,Mason Kunda,Primary Suspect
KAR/BEN/2024/1237,Balveer Dixit,Primary Suspect
KAR/KOL/2024/0988,Harshil Chadha,Accomplice
KAR/BEN/2024/2234,Tanveer Rai,Accomplice
KAR/DAV/2024/2391,Odika Sem,Accomplice
KAR/BEN/2024/0415,Lohit Behl,Primary Suspect
KAR/KOL/2024/0391,Vamakshi Sengupta,Primary Suspect
KAR/BEN/2024/0755,Aarav Chauhan,Accomplice
KAR/HUB/2024/1709,Pratyush Merchant,Co-conspirator
KAR/MAN/2024/0243,Naksh Atwal,Accomplice
KAR/MYS/2024/1627,Anay Buch,Accomplice
KAR/BEN/2024/0952,Yashawini Khalsa,Primary Suspect
KAR/BEN/2024/1393,Chanchal Butala,Primary Suspect
KAR/BEN/2024/2404,Ayaan Sem,Co-conspirator
KAR/BEN/2024/2207,Faraj Chauhan,Co-conspirator
KAR/BEN/2024/0753,Liam Lal,Co-conspirator
KAR/VIJ/2024/1259,Tanmayi Talwar,Accomplice
KAR/BAL/2024/0205,Chaaya Yohannan,Accomplice
KAR/BEN/2024/1612,Balvan Patil,Accomplice
KAR/BAL/2024/1788,Zaid Hans,Primary Suspect
KAR/HAS/2024/1974,Peter Sehgal,Accomplice
KAR/BEN/2024/1484,Nicholas Nazareth,Primary Suspect
KAR/UDU/2024/2400,Nakul Khalsa,Primary Suspect
KAR/BEL/2024/1000,Jackson Sangha,Primary Suspect
KAR/KOP/2024/1506,Charles Vohra,Primary Suspect
KAR/MAN/2024/2312,Ekapad Seshadri,Accomplice
KAR/UDU/2024/1210,Kiaan Parikh,Co-conspirator
KAR/BEN/2024/1414,Theodore Patla,Accomplice
KAR/BEN/2024/1310,Umang Choudhury,Primary Suspect
KAR/BEN/2024/0727,Oni Khatri,Primary Suspect
KAR/DAV/2024/1160,Ronith Raman,Primary Suspect
KAR/BEN/2024/0716,Warjas Kaur,Accomplice
KAR/TUM/2024/0974,Umang Ratti,Primary Suspect
KAR/SHI/2024/1011,Victor Dara,Co-conspirator
KAR/BEN/2024/1841,Charan Varma,Co-conspirator
KAR/MAN/2024/1735,Dayamai Kale,Accomplice
KAR/BEN/2024/0649,Abhiram Karpe,Primary Suspect
KAR/HAS/2024/0962,Samarth Swaminathan,Accomplice
KAR/BEN/2024/1740,Upasna Parikh,Accomplice
KAR/HUB/2024/0953,Vedhika Rai,Primary Suspect
KAR/TUM/2024/0460,Chatura Din,Accomplice
KAR/BEN/2024/1419,Pranit Char,Accomplice
KAR/HUB/2024/2142,Samesh Ramanathan,Accomplice
KAR/BEN/2024/1818,Ayaan Mukherjee,Accomplice
KAR/MYS/2024/1702,Bakhshi Keer,Accomplice
KAR/BEN/2024/1139,Mahika Grover,Co-conspirator
KAR/HUB/2024/1881,Orinder Swamy,Primary Suspect
KAR/TUM/2024/1666,Jai Bala,Accomplice
KAR/HAS/2024/1030,Noah Merchant,Accomplice
KAR/BEN/2024/2461,Ekbal Kari,Co-conspirator
KAR/BEN/2024/2255,Baghyawati Kadakia,Primary Suspect
KAR/BEN/2024/0763,Chatresh Ganguly,Accomplice
KAR/BEN/2024/2017,Gaurav Raj,Primary Suspect
KAR/KOP/2024/1215,Vedant Cheema,Co-conspirator
KAR/BEN/2024/0148,Darpan Bhattacharyya,Co-conspirator
KAR/BAL/2024/2495,Bina Gola,Accomplice
KAR/DAV/2024/0387,Jairaj Narula,Primary Suspect
KAR/SHI/2024/0942,Ekavir Kapur,Accomplice
KAR/BEN/2024/1171,Joshua Mahajan,Accomplice
KAR/BEN/2024/2021,Abeer Goda,Primary Suspect
KAR/BEN/2024/0935,Shaurya Nadig,Co-conspirator
KAR/VIJ/2024/2185,Logan Bhattacharyya,Primary Suspect
KAR/TUM/2024/2084,Jairaj Narula,Primary Suspect
KAR/VIJ/2024/1975,Abhiram Toor,Primary Suspect
KAR/UDU/2024/0039,Lila Shroff,Co-conspirator
KAR/DAV/2024/2260,Peter Sahota,Primary Suspect
KAR/MYS/2024/2281,Raghav Garde,Accomplice
KAR/KOL/2024/2273,Krishna More,Accomplice
KAR/BEN/2024/0322,Naksh Balan,Accomplice
KAR/BEN/2024/1196,Reyansh Agate,Accomplice
KAR/KAL/2024/1953,Inaya Swaminathan,Primary Suspect
KAR/BEN/2024/0466,Bina Gola,Co-conspirator
KAR/BEL/2024/0121,Arin Prasad,Accomplice
KAR/BEN/2024/2005,Onkar Sundaram,Accomplice
KAR/MAN/2024/1233,Nimrat Shah,Primary Suspect
KAR/BEN/2024/1457,Omkaar Dhar,Primary Suspect
KAR/MAN/2024/0096,Balvan Dasgupta,Co-conspirator
KAR/BEN/2024/0057,Ronith Narasimhan,Co-conspirator
KAR/UDU/2024/2464,Samuel Puri,Primary Suspect
KAR/HUB/2024/1186,Alexander Agarwal,Primary Suspect
KAR/BEN/2024/1797,Ekapad Nanda,Co-conspirator
KAR/HUB/2024/2001,Yug Sehgal,Co-conspirator
KAR/BEN/2024/0593,Abhiram Chowdhury,Co-conspirator
KAR/BEN/2024/1307,Jasmit Tak,Primary Suspect
KAR/BAL/2024/1403,Onveer Venkatesh,Co-conspirator
KAR/BAL/2024/1681,Vanya Gupta,Accomplice
KAR/BEN/2024/2308,Vivaan Ranganathan,Primary Suspect
KAR/BEN/2024/2316,Nachiket Kalla,Primary Suspect
KAR/KAL/2024/2165,Rishi Golla,Primary Suspect
KAR/HAS/2024/0002,Anmol Chander,Accomplice
KAR/MAN/2024/1485,Imaran Chad,Accomplice
KAR/BEN/2024/0578,Chanakya Sahota,Accomplice
KAR/CHI/2024/0264,Vedika Som,Primary Suspect
KAR/BEN/2024/1310,Udyati Sibal,Primary Suspect
KAR/BEN/2024/0181,Qushi Amble,Accomplice
KAR/UDU/2024/1427,Bachittar Deol,Co-conspirator
KAR/BEN/2024/0914,Falan Banerjee,Co-conspirator
KAR/CHI/2024/2054,Xiti Naidu,Co-conspirator
KAR/BID/2024/1799,Nidra Golla,Co-conspirator
KAR/KOP/2024/2282,Qabil Toor,Primary Suspect
KAR/BEN/2024/1386,Jagat Sodhi,Co-conspirator
KAR/BEN/2024/2353,Chatresh Ganguly,Accomplice
KAR/BEN/2024/1839,Manan Baria,Primary Suspect
KAR/KOL/2024/0689,Anmol Kalla,Co-conspirator
KAR/BEN/2024/0215,Anirudh Bhat,Co-conspirator
KAR/UDU/2024/0410,Kalpit Konda,Accomplice
KAR/MAN/2024/2023,Gunbir Sharaf,Primary Suspect
KAR/KOP/2024/0241,Yash Buch,Accomplice
KAR/BID/2024/1289,Henry Chaudhary,Accomplice
KAR/MAN/2024/1325,Idika Vora,Primary Suspect
KAR/BEN/2024/0694,Balendra Bhardwaj,Primary Suspect
KAR/BEN/2024/0871,Lucky Misra,Primary Suspect
KAR/BEN/2024/2180,Avi Gopal,Primary Suspect
KAR/KOP/2024/1659,Ayushman Mander,Primary Suspect
KAR/CHI/2024/1513,Victor Chanda,Co-conspirator
KAR/TUM/2024/2046,Ikbal Boase,Accomplice
KAR/BEN/2024/2367,Anthony Gupta,Accomplice
KAR/BEN/2024/2461,Daksh Choudhury,Accomplice
KAR/BEN/2024/1338,Tristan Bora,Co-conspirator
KAR/CHI/2024/2325,Patrick Mallick,Primary Suspect
KAR/BEN/2024/1708,Anmol Bawa,Primary Suspect
KAR/BEN/2024/1159,Chasmum Gupta,Accomplice
KAR/KOL/2024/0437,Farhan Brahmbhatt,Co-conspirator
KAR/BEN/2024/0204,Wriddhish Naik,Co-conspirator
KAR/BEN/2024/0815,Chandani Bora,Co-conspirator
KAR/BID/2024/0478,Saksham Mittal,Co-conspirator
KAR/BEN/2024/1703,Hemani Varma,Primary Suspect
KAR/BEN/2024/2228,Dakshesh Das,Accomplice
KAR/BEN/2024/0059,Arjun Khalsa,Primary Suspect
KAR/CHI/2024/0602,Jagdish Nagar,Primary Suspect
KAR/SHI/2024/0503,Gaurangi Bir,Accomplice
KAR/KOL/2024/1392,Mohini Murty,Primary Suspect
KAR/BAL/2024/0012,Avi Cheema,Primary Suspect
KAR/BEL/2024/1850,Banjeet Nagar,Co-conspirator
KAR/BEN/2024/1415,Patrick Varughese,Primary Suspect
KAR/BEN/2024/0111,Ekaraj Datta,Co-conspirator
KAR/BEN/2024/1467,Falan Balakrishnan,Primary Suspect
KAR/KAL/2024/0346,Brijesh Doctor,Co-conspirator
KAR/HAS/2024/1030,Ikbal Kumer,Primary Suspect
KAR/BEN/2024/2328,Kabir Solanki,Co-conspirator
KAR/BEN/2024/1963,Veer Gopal,Primary Suspect
KAR/KOP/2024/0721,Kalpit Bhatia,Accomplice
KAR/BEN/2024/0105,Gabriel Vaidya,Primary Suspect
KAR/MYS/2024/0550,Vivaan Mittal,Accomplice
KAR/BEN/2024/2402,Henry Gade,Primary Suspect
KAR/MAN/2024/1151,Mugdha Sehgal,Accomplice
KAR/KAL/2024/2422,Yash Dewan,Co-conspirator
KAR/RAI/2024/2390,Inaya Sharaf,Accomplice
KAR/BEN/2024/2022,Ranveer Tiwari,Primary Suspect
KAR/KAL/2024/0130,Rajata Bhalla,Accomplice
KAR/VIJ/2024/1184,Tamanna Kala,Primary Suspect
KAR/BEN/2024/2044,Vedhika Rai,Primary Suspect
KAR/BEN/2024/1388,Shivansh Khalsa,Accomplice
KAR/MAN/2024/1027,Pratyush Rege,Primary Suspect
KAR/BEN/2024/1183,Finn Gour,Accomplice
KAR/BEN/2024/0077,Dalbir Kannan,Accomplice
KAR/BEN/2024/0016,Alexander Patla,Accomplice
KAR/BEN/2024/0570,Balhaar Puri,Primary Suspect
KAR/KAL/2024/1594,Qadim Radhakrishnan,Accomplice
KAR/BEN/2024/2494,Samuel Dass,Primary Suspect
KAR/VIJ/2024/1650,Noah Sibal,Accomplice
KAR/BEN/2024/0829,Balendra Karpe,Co-conspirator
KAR/HAS/2024/0641,Tara Mani,Primary Suspect
KAR/BEN/2024/0038,Girish Tiwari,Co-conspirator
KAR/MAN/2024/0061,Indrajit Roy,Primary Suspect
KAR/BEN/2024/0438,Triya Prasad,Accomplice
KAR/BID/2024/1689,Urishilla Kurian,Primary Suspect
KAR/BEN/2024/1901,Akshay Parmar,Accomplice
KAR/BAL/2024/1967,Onkar Sundaram,Primary Suspect
KAR/KAL/2024/0081,Ekantika Thakur,Co-conspirator
KAR/CHI/2024/1399,Aadi Salvi,Co-conspirator
KAR/BID/2024/0614,Saksham Mittal,Primary Suspect
KAR/KAL/2024/1176,Anika Edwin,Accomplice
KAR/BEN/2024/1848,Bakhshi Gala,Primary Suspect
KAR/BID/2024/1395,Ridhi Tak,Primary Suspect
KAR/VIJ/2024/0540,Om Dugal,Accomplice
KAR/KAL/2024/1922,Pranit Peri,Accomplice
KAR/RAI/2024/1655,Chanakya Sahota,Accomplice
KAR/DAV/2024/1537,Chandresh Kamdar,Accomplice
KAR/BEN/2024/0565,Thomas Sarin,Accomplice
KAR/BEN/2024/0048,Bimala Choudhary,Accomplice
KAR/VIJ/2024/0559,Aditya Dara,Primary Suspect
KAR/HAS/2024/2277,Lekha Dara,Co-conspirator
KAR/KAL/2024/0555,Michael Babu,Accomplice
KAR/BEN/2024/1605,Rishi Konda,Primary Suspect
KAR/BEN/2024/1063,Rachit Kunda,Primary Suspect
KAR/MAN/2024/1643,Farhan Brahmbhatt,Accomplice
KAR/MAN/2024/0288,Om Dugal,Co-conspirator
KAR/BEN/2024/1378,Shaurya Subramanian,Co-conspirator
KAR/SHI/2024/0845,Michael Panchal,Accomplice
KAR/BEN/2024/1855,Elijah Sane,Accomplice
KAR/MYS/2024/0283,Jonathan Kashyap,Co-conspirator
KAR/HAS/2024/1899,Ronith Mody,Accomplice
KAR/BEN/2024/2386,Sudiksha Chakrabarti,Primary Suspect
KAR/SHI/2024/2278,Wriddhish Bora,Accomplice
KAR/TUM/2024/0069,Nandini Aurora,Accomplice
KAR/CHI/2024/2325,Vrinda Grewal,Accomplice
KAR/RAI/2024/1057,Saksham Dhaliwal,Primary Suspect
KAR/DAV/2024/2430,Brijesh Doctor,Accomplice
KAR/BEN/2024/1255,Pranav Mistry,Primary Suspect
KAR/MAN/2024/2305,Unnati Mishra,Accomplice
KAR/CHI/2024/0975,Onveer Kata,Primary Suspect
KAR/VIJ/2024/1067,Manbir Sankar,Co-conspirator
KAR/DAV/2024/0093,Amol Cheema,Co-conspirator
KAR/BEL/2024/1442,Tanish Sarkar,Accomplice
KAR/UDU/2024/1100,Tanish Bava,Accomplice
KAR/SHI/2024/1120,Panini Baria,Co-conspirator
KAR/DAV/2024/2072,Victor Dara,Accomplice
KAR/BEN/2024/0494,Raghav Pau,Co-conspirator
KAR/MYS/2024/2126,Baghyawati Dugar,Accomplice
KAR/BEN/2024/1664,Vasana Prasad,Co-conspirator
KAR/MYS/2024/1476,Omkaar Jani,Co-conspirator
KAR/TUM/2024/0229,Jairaj Narula,Co-conspirator
KAR/BEN/2024/1213,Banjeet Bala,Accomplice
KAR/BEL/2024/1888,Pooja Nair,Primary Suspect
KAR/CHI/2024/2500,Elijah Madan,Accomplice
KAR/BEN/2024/1834,Aarna Kothari,Accomplice
KAR/BEN/2024/0111,Balveer Madan,Accomplice
KAR/HUB/2024/1165,Udarsh Bhalla,Co-conspirator
KAR/BEL/2024/1759,Azad Mitter,Co-conspirator
KAR/BEN/2024/2413,Patrick Peri,Co-conspirator
KAR/KAL/2024/1187,Faraj Agarwal,Co-conspirator
KAR/CHI/2024/2215,Warinder Kashyap,Primary Suspect
KAR/BEN/2024/2303,Andrew Solanki,Co-conspirator
KAR/KOP/2024/1481,Ranveer Mukhopadhyay,Co-conspirator
KAR/BEN/2024/1565,Dev Upadhyay,Primary Suspect
KAR/BEN/2024/2021,Jairaj Nayak,Accomplice
KAR/BEN/2024/0731,Theodore Doshi,Accomplice
KAR/KOL/2024/2349,Jason Chaudry,Primary Suspect
KAR/VIJ/2024/2038,Amol Palla,Primary Suspect
KAR/VIJ/2024/2075,Keya Comar,Accomplice
KAR/BEN/2024/0568,Odika Chandra,Co-conspirator
KAR/BID/2024/0110,Faraj Subramanian,Accomplice
KAR/DAV/2024/2210,Falguni Chaudhuri,Accomplice
KAR/MAN/2024/0305,Jacob Gour,Primary Suspect
KAR/BEN/2024/0381,Samaksh Bhalla,Co-conspirator
KAR/KOL/2024/1440,Ishaan Biswas,Primary Suspect
KAR/DAV/2024/1530,Finn Manda,Accomplice
KAR/RAI/2024/0648,Jeremiah Ahluwalia,Primary Suspect
KAR/BEN/2024/0744,Imaran Dhar,Accomplice
KAR/DAV/2024/1160,Laban Kumar,Co-conspirator
KAR/HUB/2024/0178,Warjas Datta,Primary Suspect
KAR/MYS/2024/2011,Isha Patil,Accomplice
KAR/BEN/2024/2080,Karan Morar,Primary Suspect
KAR/BEN/2024/1212,Christopher Dugal,Co-conspirator
KAR/BEL/2024/0879,Balendra Ben,Primary Suspect
KAR/MAN/2024/2294,Panini Salvi,Co-conspirator
KAR/TUM/2024/2468,Irya Randhawa,Accomplice
KAR/HAS/2024/0781,Daniel Pai,Co-conspirator
KAR/MYS/2024/1651,Sarthak Natt,Co-conspirator
KAR/HUB/2024/0760,Zashil More,Co-conspirator
KAR/TUM/2024/2299,Samarth Swaminathan,Co-conspirator
KAR/CHI/2024/0801,Idika Vora,Accomplice
KAR/BEN/2024/1472,Abeer Bora,Accomplice
KAR/BEN/2024/1002,Keya Date,Accomplice
KAR/CHI/2024/0636,Quincy Tank,Primary Suspect
KAR/DAV/2024/1464,Ekapad Thaker,Co-conspirator
KAR/BEN/2024/2083,Utkarsh Venkataraman,Co-conspirator
KAR/SHI/2024/0552,Sathvik Talwar,Co-conspirator
KAR/BAL/2024/1048,Unnati Gour,Primary Suspect
KAR/KOP/2024/0312,Kalpit Kannan,Accomplice
KAR/BEL/2024/0423,Raghav Gopal,Primary Suspect
KAR/BEN/2024/0072,Ranbir Kapoor,Accomplice
KAR/KAL/2024/1357,Anika Lalla,Primary Suspect
KAR/BEN/2024/2377,Dhruv Subramanian,Co-conspirator
KAR/BID/2024/0894,Aarna Kamdar,Primary Suspect
KAR/CHI/2024/2380,Falan Dugar,Accomplice
KAR/HUB/2024/0991,Andrew Soni,Primary Suspect
KAR/BEN/2024/0338,Onveer Barman,Primary Suspect
KAR/BEL/2024/1384,Raksha Dora,Co-conspirator
KAR/BEN/2024/2331,Manan Kapur,Co-conspirator
KAR/BEN/2024/1558,Chaman Karan,Accomplice
KAR/BAL/2024/2495,Joshua Mahajan,Co-conspirator
KAR/MAN/2024/1578,Manan Goswami,Accomplice
KAR/BID/2024/1991,Baljiwan Datta,Primary Suspect
KAR/BEN/2024/2232,Ekavir Prakash,Co-conspirator
KAR/RAI/2024/2029,Frado Krish,Primary Suspect
KAR/BEN/2024/0201,Gabriel Sane,Accomplice
KAR/SHI/2024/0281,Balveer Madan,Accomplice
KAR/BEN/2024/1409,Rachana Kara,Primary Suspect
KAR/SHI/2024/0896,Noah Gandhi,Co-conspirator
KAR/BEN/2024/0960,Balendra Garg,Co-conspirator
KAR/KOP/2024/0034,Mekhala Sridhar,Primary Suspect
KAR/BEN/2024/0072,Timothy Dada,Co-conspirator
KAR/BEN/2024/0370,Eta Goswami,Primary Suspect
KAR/HAS/2024/1843,Urishilla Kurian,Co-conspirator
KAR/SHI/2024/1560,Upadhriti Lata,Primary Suspect
KAR/BEN/2024/1102,Ekbal Sawhney,Co-conspirator
KAR/BEN/2024/2200,Falan Sandhu,Primary Suspect
KAR/BEN/2024/1978,Yash Buch,Co-conspirator
KAR/DAV/2024/2233,Gabriel Solanki,Primary Suspect
KAR/BEN/2024/2136,Rajeshri Chahal,Co-conspirator
KAR/KOP/2024/1585,Bhavika Dhingra,Co-conspirator
KAR/TUM/2024/1666,Samaksh Pillai,Accomplice
KAR/MAN/2024/0189,Jai Pradhan,Co-conspirator
KAR/BID/2024/2335,Simon Ramakrishnan,Co-conspirator
KAR/BEN/2024/0418,Banjeet Batra,Co-conspirator
KAR/RAI/2024/2390,Jagvi Ganesan,Co-conspirator
KAR/DAV/2024/2415,Zayyan Cheema,Co-conspirator
KAR/BEN/2024/0164,Victor Deep,Accomplice
KAR/BEL/2024/2219,Maanas Sengupta,Accomplice
KAR/BEN/2024/0867,Ranbir Bala,Primary Suspect
KAR/BEN/2024/1571,Champak Cherian,Co-conspirator
KAR/BEN/2024/0321,Yash Narayan,Co-conspirator
KAR/MAN/2024/1767,Frederick Deol,Co-conspirator
KAR/BEN/2024/0517,Gagan Subramaniam,Co-conspirator
KAR/SHI/2024/1525,Qasim Bera,Co-conspirator
KAR/BEN/2024/2292,Eta Rai,Accomplice
KAR/VIJ/2024/2038,Nathan Lata,Co-conspirator
KAR/BEN/2024/1670,Warjas Agarwal,Co-conspirator
KAR/HUB/2024/2493,Max Srivastava,Co-conspirator
KAR/BEN/2024/1914,Ronith Narasimhan,Accomplice
KAR/SHI/2024/0503,Abha Khosla,Primary Suspect
KAR/KAL/2024/0390,Gunbir Sur,Accomplice
KAR/BEN/2024/2035,Patrick Prabhu,Co-conspirator
KAR/MAN/2024/1646,Quincy Karpe,Accomplice
KAR/KOL/2024/0743,Aradhana Murthy,Co-conspirator
KAR/DAV/2024/0290,Udyati Sibal,Accomplice
KAR/SHI/2024/0564,Upma Seshadri,Co-conspirator
KAR/KAL/2024/2164,Yashica Prasad,Accomplice
KAR/RAI/2024/0800,Nihal Rao,Primary Suspect
KAR/BEN/2024/2083,Kiaan Banik,Co-conspirator
KAR/SHI/2024/0595,Gopal Atwal,Accomplice
KAR/UDU/2024/2104,Lohit Bora,Primary Suspect
KAR/RAI/2024/1739,Devansh Mangal,Co-conspirator
KAR/BEN/2024/2158,Krishna Kunda,Accomplice
KAR/SHI/2024/2148,Dhruv Wable,Accomplice
KAR/KOP/2024/0863,Jasmit Dugal,Co-conspirator
KAR/KOL/2024/2146,Yatan Modi,Co-conspirator
KAR/MYS/2024/1243,Joshua Natarajan,Primary Suspect
KAR/BEN/2024/0168,Barkha Magar,Primary Suspect
KAR/MYS/2024/1817,Brijesh Chander,Primary Suspect
KAR/BEN/2024/1892,Baghyawati Kadakia,Primary Suspect
KAR/BEN/2024/0013,Ayaan Sem,Co-conspirator
KAR/BID/2024/1448,Jasmit Gade,Primary Suspect
KAR/BEN/2024/0485,Christopher Seshadri,Co-conspirator
KAR/BEN/2024/1795,Onkar Oak,Accomplice
KAR/TUM/2024/0580,Falan Nair,Accomplice
KAR/MAN/2024/0042,Aayush Natt,Accomplice
KAR/MYS/2024/2050,Dev Kara,Co-conspirator
KAR/BEN/2024/1430,Gabriel Ramakrishnan,Primary Suspect
KAR/BEN/2024/1645,Nathan Ahluwalia,Co-conspirator
KAR/SHI/2024/0185,Yasti Contractor,Co-conspirator
KAR/BEN/2024/1360,Thomas Gandhi,Accomplice
KAR/MYS/2024/1702,Kabir Lad,Primary Suspect
KAR/MAN/2024/0869,Wridesh Dube,Accomplice
KAR/KOP/2024/0473,Rudra Sastry,Accomplice
KAR/BID/2024/1671,Balvan Prasad,Accomplice
KAR/KOP/2024/2094,Samuel Prakash,Accomplice
KAR/UDU/2024/0501,Udant Parekh,Co-conspirator
KAR/DAV/2024/1559,Onkar Grewal,Accomplice
KAR/BID/2024/0280,Vrinda Bala,Accomplice
KAR/BID/2024/1285,Manthan Kapadia,Primary Suspect
KAR/BID/2024/0230,Wriddhish Manda,Co-conspirator
KAR/BEN/2024/2292,Udarsh Goswami,Co-conspirator
KAR/BEN/2024/1385,Udant Dixit,Primary Suspect
KAR/MAN/2024/1478,Dalbir Uppal,Co-conspirator
KAR/CHI/2024/0481,Faqid Lall,Co-conspirator
KAR/BEN/2024/0157,Christopher Dube,Primary Suspect
KAR/RAI/2024/0401,Yashvi Saran,Co-conspirator
