full_name,alias,age,gender,address,district_name,occupation,prior_convictions,modus_operandi,risk_score
Neelima Aggarwal,,40,Male,"75/782, Ravel Circle",Kolar,Laborer,0,Opportunistic crime,41
Oscar Saran,Harini,53,Male,"698, Ben Ganj",Raichur,Driver,0,Opportunistic crime,42
Ikbal Rajan,,53,Female,"10/785, Jain Zila",Tumakuru,Driver,0,Opportunistic crime,38
Rishi Bawa,,42,Male,"80, Badal Marg",Hassan,Contractor,0,Opportunistic crime,8
Samuel Bhattacharyya,Akshay,33,Male,"19/51, Handa Circle",Bengaluru Urban,Delivery Boy,2,Opportunistic crime,35
Teerth Sharaf,,42,Male,"48/30, Patel Path",Kalaburagi,Mechanic,1,Opportunistic crime,10
Rachit Kunda,,19,Male,"456, Hayre Ganj",Bengaluru Urban,Contractor,0,Opportunistic crime,39
Gaurang Varma,,28,Male,"29/235, Mitter Circle",Hubballi-Dharwad,Delivery Boy,0,Opportunistic crime,29
Ojasvi Pall,,39,Male,"H.No. 27, Palan Road",Mysuru,Mechanic,0,Opportunistic crime,50
Tristan Kothari,,33,Male,"H.No. 646, Bains Road",Bidar,Driver,0,Opportunistic crime,4
Wishi Suresh,,49,Male,"H.No. 98, Kakar",Kolar,Delivery Boy,0,Opportunistic crime,17
Divya Sagar,,37,Male,"91, Jani Nagar",Vijayapura,Driver,1,Opportunistic crime,1
Ekansh Bahl,,43,Female,"H.No. 013, Chacko Path",Mandya,Laborer,2,Opportunistic crime,35
Ekbal Varughese,,39,Female,"H.No. 967, Parmar Street",Mysuru,Driver,1,Opportunistic crime,15
Zehaan Nagy,,29,Male,"82/38, Shetty Path",Bidar,Laborer,2,Opportunistic crime,6
Jeet Mohanty,,45,Female,"46, Salvi Nagar",Shivamogga,Mechanic,0,Opportunistic crime,34
Andrew Gola,,39,Male,"96/305, Srinivasan",Mangaluru (Dakshina Kannada),Unemployed,0,Opportunistic crime,44
Onveer Palan,,34,Male,"H.No. 009, Subramaniam Road",Mangaluru (Dakshina Kannada),Driver,1,Opportunistic crime,16
Zayan Prashad,,31,Male,"92, Mishra Street",Kalaburagi,Contractor,0,Opportunistic crime,13
Rehaan Wagle,,20,Female,"11/56, Khalsa Chowk",Belagavi,Driver,1,Opportunistic crime,9
Yash Barad,Raagini,38,Female,"82/532, Kant Chowk",Mysuru,Mechanic,1,Opportunistic crime,33
Thomas Bhatt,,18,Male,"819, Sekhon Chowk",Ballari,Mechanic,0,Opportunistic crime,38
Zehaan Raja,,48,Male,"H.No. 25, Pandya",Chikkamagaluru,Driver,2,Opportunistic crime,22
Lakshmi Manda,Saksham,52,Female,"H.No. 995, Narayan Road",Tumakuru,Vendor,0,Opportunistic crime,19
Shaurya Zacharia,Advik,30,Female,"571, Soni Chowk",Mangaluru (Dakshina Kannada),Contractor,0,Opportunistic crime,46
Vasatika Brahmbhatt,Jeet,50,Male,"24/455, Viswanathan Ganj",Udupi,Unemployed,1,Opportunistic crime,28
Nisha Arora,,18,Female,"H.No. 42, Pillay Ganj",Kalaburagi,Driver,2,Opportunistic crime,17
Jagdish Chand,Ojas,18,Male,"78/54, Wagle Chowk",Mandya,Vendor,0,Opportunistic crime,24
Wriddhish Raval,Dipta,44,Male,"68/635, Date Chowk",Bengaluru Urban,Driver,0,Opportunistic crime,23
Fiyaz Krish,,20,Female,"H.No. 45, Mukherjee Path",Shivamogga,Vendor,1,Opportunistic crime,7
Rishi Brahmbhatt,Yasti,53,Male,"28/147, Chhabra Ganj",Mysuru,Unemployed,1,Opportunistic crime,4
Gabriel Mittal,,54,Male,"85/11, Memon Ganj",Mangaluru (Dakshina Kannada),Delivery Boy,0,Opportunistic crime,7
Jagvi Kade,,32,Female,"810, Gupta Zila",Shivamogga,Unemployed,1,Opportunistic crime,22
Hitesh Karpe,Wazir,50,Female,"90, Sood Zila",Kolar,Unemployed,0,Opportunistic crime,40
Kritika Comar,,47,Male,"H.No. 174, Nori Marg",Tumakuru,Driver,0,Opportunistic crime,3
Pahal Ramakrishnan,,55,Male,"97, Rau Nagar",Shivamogga,Contractor,1,Opportunistic crime,17
Jagrati Patil,,36,Male,"H.No. 826, Raghavan Path",Kolar,Vendor,0,Opportunistic crime,29
Manthan Palla,,51,Male,"46/839, Kurian Path",Chikkamagaluru,Driver,0,Opportunistic crime,18
Ubika Kanda,,44,Male,"37/757, Sant Road",Mangaluru (Dakshina Kannada),Driver,0,Opportunistic crime,27
Radhika Kaur,,24,Male,"73/33, Verma Path",Tumakuru,Vendor,0,Opportunistic crime,18
Maya Deshpande,,39,Female,"63, Sandhu Nagar",Bidar,Driver,0,Opportunistic crime,39
Jonathan Vohra,,40,Male,"H.No. 949, Shah Path",Udupi,Laborer,1,Opportunistic crime,48
Yatan Nazareth,,41,Female,"998, D’Alia",Davangere,Vendor,0,Opportunistic crime,44
Isaiah Sandal,,47,Female,"97/00, Ahluwalia Road",Mandya,Delivery Boy,0,Opportunistic crime,46
Brijesh Minhas,,53,Male,"31/38, Yogi Street",Kolar,Laborer,0,Opportunistic crime,36
Saksham Sabharwal,,55,Male,"924, Venkataraman Circle",Mandya,Vendor,1,Opportunistic crime,8
Faqid Kara,,29,Male,"045, Gulati Marg",Mandya,Driver,0,Opportunistic crime,6
Gayathri Thakkar,,32,Male,"38/26, Kaul Nagar",Kolar,Vendor,1,Opportunistic crime,31
Abdul Varkey,,33,Male,"79, Sandhu Path",Hubballi-Dharwad,Mechanic,0,Opportunistic crime,5
Faris Venkatesh,Sathvik,44,Male,"H.No. 277, Sidhu Road",Hassan,Vendor,0,Opportunistic crime,17
Ansh Bali,Falak,40,Male,"73/50, Srinivas Chowk",Shivamogga,Vendor,1,Opportunistic crime,34
Mohini Soni,,31,Male,"16/78, Vora Road",Kalaburagi,Vendor,0,Opportunistic crime,33
Sarthak Parmar,,27,Male,"H.No. 145, Luthra Chowk",Shivamogga,Delivery Boy,0,Opportunistic crime,45
Warhi Dutta,,46,Male,"48/16, Mahajan Nagar",Bengaluru Rural,Delivery Boy,0,Opportunistic crime,32
Azaan Ganesh,Aachal,19,Male,"750, Khalsa Zila",Vijayapura,Vendor,0,Opportunistic crime,19
Yatan Arora,Aadhya,33,Female,"H.No. 170, Sanghvi Road",Kalaburagi,Driver,0,Opportunistic crime,28
Neel Choudhury,,31,Male,"432, Sarin Circle",Bidar,Laborer,0,Opportunistic crime,36
Omkaar Guha,,52,Male,"49/143, Bahri Circle",Kalaburagi,Driver,1,Opportunistic crime,15
Ryan Goda,,51,Male,"13/87, Hora Path",Shivamogga,Driver,0,Opportunistic crime,4
Rohan Krish,,25,Male,"89/028, Nadkarni Path",Hubballi-Dharwad,Delivery Boy,0,Opportunistic crime,5
Yashica Karan,,22,Male,"310, Sanghvi",Belagavi,Laborer,0,Opportunistic crime,50
Hredhaan Din,,25,Male,"40, Hegde Road",Mangaluru (Dakshina Kannada),Vendor,1,Opportunistic crime,13
Girik Patla,,39,Male,"859, Naidu",Raichur,Laborer,1,Opportunistic crime,37
Nathaniel Kata,,43,Female,"00/11, Bakshi Path",Shivamogga,Unemployed,0,Opportunistic crime,43
Yuvraj Salvi,,51,Male,"H.No. 97, Solanki Zila",Koppal,Delivery Boy,0,Opportunistic crime,8
Sai Zacharia,Kai,28,Female,"H.No. 61, Bail Ganj",Koppal,Vendor,0,Opportunistic crime,20
Advik Menon,,45,Male,"H.No. 33, Sridhar Road",Bidar,Unemployed,0,Opportunistic crime,6
Yauvani Kari,,36,Male,"615, Brahmbhatt Ganj",Ballari,Vendor,0,Opportunistic crime,3
Idika Dhar,,44,Male,"087, Cherian Zila",Bengaluru Rural,Vendor,0,Opportunistic crime,20
Azad Issac,,20,Female,"03/96, Chatterjee Nagar",Kalaburagi,Contractor,0,Opportunistic crime,33
Wriddhish Prasad,,53,Male,"50, Agrawal",Kolar,Contractor,0,Opportunistic crime,47
Maanav Grewal,,51,Male,"H.No. 529, Radhakrishnan",Belagavi,Mechanic,0,Opportunistic crime,28
Harshil Kuruvilla,Champak,23,Male,"40, Swaminathan Zila",Hassan,Driver,0,Opportunistic crime,8
Yagnesh Tiwari,,21,Female,"H.No. 47, Hayre Circle",Mandya,Driver,0,Opportunistic crime,12
Lekha Vyas,Qushi,22,Female,"H.No. 25, Sankar",Chikkamagaluru,Laborer,0,Opportunistic crime,3
Xiti Viswanathan,,26,Male,"41, Rama Nagar",Bengaluru Urban,Unemployed,2,Opportunistic crime,41
Girish Misra,,45,Male,"H.No. 364, Khatri Marg",Belagavi,Contractor,0,Opportunistic crime,29
Abhimanyu Contractor,,53,Male,"81/97, Raju Nagar",Udupi,Mechanic,0,Opportunistic crime,35
Bhavini Sodhi,,51,Female,"25, Thakur Path",Davangere,Mechanic,1,Opportunistic crime,29
Liam Sem,,50,Male,"H.No. 055, Sura Path",Hubballi-Dharwad,Laborer,0,Opportunistic crime,28
Mason Manda,,37,Male,"64/76, Chander Road",Mandya,Contractor,0,Opportunistic crime,37
Ekapad Menon,,38,Male,"H.No. 225, Dave Zila",Chikkamagaluru,Unemployed,0,Opportunistic crime,36
Abdul Tara,,24,Male,"645, Dave Zila",Hassan,Driver,0,Opportunistic crime,6
Vritti Kadakia,,36,Male,"473, Krish Street",Raichur,Delivery Boy,0,Opportunistic crime,11
Teerth Agrawal,,26,Male,"586, Menon Marg",Udupi,Laborer,0,Opportunistic crime,41
Veer Khatri,,39,Male,"326, Sethi Nagar",Davangere,Contractor,0,Opportunistic crime,27
Ojas Manda,,55,Male,"H.No. 25, Agate Zila",Koppal,Vendor,0,Opportunistic crime,14
Wahab Nagar,,23,Male,"H.No. 078, Sabharwal Zila",Kolar,Delivery Boy,0,Opportunistic crime,32
Amol Chauhan,,18,Female,"H.No. 14, Mishra Zila",Hassan,Unemployed,1,Opportunistic crime,2
Baljiwan Buch,,54,Male,"H.No. 813, Walla Road",Kolar,Driver,1,Opportunistic crime,31
Imaran Sane,,19,Male,"H.No. 90, Jani",Vijayapura,Driver,0,Opportunistic crime,8
Tarak Rana,Faraj,27,Female,"988, Ganguly Circle",Bengaluru Rural,Delivery Boy,1,Opportunistic crime,37
Balveer Golla,,32,Male,"59, Singhal Circle",Belagavi,Contractor,0,Opportunistic crime,9
Krishna Karnik,,18,Male,"H.No. 493, Gulati Street",Tumakuru,Unemployed,0,Opportunistic crime,21
Udant Saxena,Harinakshi,41,Male,"92/166, Bora Chowk",Bidar,Contractor,1,Opportunistic crime,25
Gaurav Chhabra,,25,Male,"H.No. 942, Ahluwalia Chowk",Davangere,Driver,0,Opportunistic crime,18
Omkaar Parikh,,43,Female,"96/20, Vaidya",Shivamogga,Driver,1,Opportunistic crime,10
Karan Kohli,Indali,50,Male,"80/61, Tripathi Path",Udupi,Mechanic,1,Opportunistic crime,5
Gaurav Modi,,36,Male,"H.No. 533, Manne Zila",Udupi,Laborer,1,Opportunistic crime,29
Ati Pai,,21,Male,"82/953, Gera Ganj",Kalaburagi,Mechanic,1,Opportunistic crime,40
Gaurang Chandra,,30,Male,"200, Sarna Road",Tumakuru,Contractor,0,Opportunistic crime,31
Warjas Mitra,,55,Female,"24/683, Cheema Marg",Davangere,Unemployed,0,Opportunistic crime,3
Falak Prakash,Hredhaan,18,Male,"62/42, Purohit Road",Raichur,Driver,0,Opportunistic crime,28
Jeevika Rattan,,37,Female,"H.No. 05, Kadakia Circle",Shivamogga,Contractor,0,Opportunistic crime,22
Rohan Kibe,Aradhana,20,Male,"75/010, Mukherjee Zila",Hubballi-Dharwad,Vendor,0,Opportunistic crime,14
William Parikh,Madhavi,22,Male,"H.No. 730, Basu Nagar",Hassan,Laborer,0,Opportunistic crime,34
Azad Chahal,,29,Male,"H.No. 597, Kumar Street",Bidar,Vendor,0,Opportunistic crime,13
Bakhshi Narayan,,50,Female,"H.No. 30, Tiwari Circle",Bengaluru Urban,Delivery Boy,0,Opportunistic crime,31
Upkaar Saha,,54,Female,"H.No. 12, Apte",Chikkamagaluru,Laborer,0,Opportunistic crime,7
Lohit Chahal,,42,Female,"429, Narang Zila",Belagavi,Mechanic,0,Opportunistic crime,46
Indira Munshi,,48,Male,"43/93, Issac Path",Bengaluru Rural,Driver,0,Opportunistic crime,44
Yug Dubey,,54,Female,"91, Vasa Marg",Ballari,Laborer,1,Opportunistic crime,7
Ronith Narang,,42,Male,"H.No. 55, Parekh Street",Koppal,Unemployed,1,Opportunistic crime,11
Balendra Mahal,,19,Male,"34/554, Doctor Nagar",Tumakuru,Laborer,0,Opportunistic crime,31
Indrajit Boase,Sarthak,26,Male,"36/605, Mishra Chowk",Bengaluru Urban,Unemployed,0,Opportunistic crime,28
Gopal Sarin,,49,Male,"52/573, Krishna",Chikkamagaluru,Driver,0,Opportunistic crime,8
Rudra Vora,,18,Male,"H.No. 475, Batra Street",Ballari,Delivery Boy,0,Opportunistic crime,49
Advika Agrawal,Bishakha,24,Male,"99, Saha Street",Bengaluru Rural,Mechanic,0,Opportunistic crime,29
Nidhi Goel,Jeevika,51,Female,"68/61, Dar Street",Hassan,Contractor,0,Opportunistic crime,45
Janya Mann,Jackson,41,Male,"43, Madan Ganj",Bengaluru Rural,Vendor,0,Opportunistic crime,17
Balendra Verma,,44,Male,"H.No. 65, Nayar Street",Bidar,Laborer,1,Opportunistic crime,36
Samuel Anne,,47,Male,"60/94, Malhotra Ganj",Belagavi,Vendor,0,Opportunistic crime,20
Brijesh Tiwari,,29,Male,"03/283, Edwin Path",Mangaluru (Dakshina Kannada),Delivery Boy,1,Opportunistic crime,8
Pranav Sathe,,41,Male,"H.No. 65, Aggarwal Zila",Hassan,Vendor,0,Opportunistic crime,28
Luke Bahri,,28,Female,"705, Magar Nagar",Bengaluru Rural,Driver,0,Opportunistic crime,13
Samar Sura,,40,Male,"435, Palla Marg",Mangaluru (Dakshina Kannada),Contractor,1,Opportunistic crime,4
Joshua Mody,,52,Female,"468, Dewan Marg",Koppal,Vendor,1,Opportunistic crime,26
Darpan Bajaj,Anthony,33,Male,"31, Butala Road",Tumakuru,Delivery Boy,2,Opportunistic crime,3
Arjun Trivedi,Yashawini,35,Male,"19/744, Soman Nagar",Shivamogga,Driver,0,Opportunistic crime,39
Oliver Patil,,19,Male,"H.No. 723, Natt Marg",Kalaburagi,Mechanic,0,Opportunistic crime,6
Balveer Konda,Hemang,41,Male,"876, Badal Street",Kolar,Mechanic,0,Opportunistic crime,14
Indrajit Koshy,,19,Female,"009, Sethi Circle",Hassan,Mechanic,0,Opportunistic crime,0
Balendra Sampath,,18,Male,"91/111, Pant Road",Mysuru,Laborer,0,Opportunistic crime,32
Azaan Dayal,,49,Male,"H.No. 21, Sha Path",Hubballi-Dharwad,Unemployed,2,Opportunistic crime,43
Nicholas Bakshi,,26,Male,"76/90, Soni Circle",Bengaluru Rural,Driver,0,Opportunistic crime,30
Advay Badal,,36,Female,"40/755, Bhat Circle",Udupi,Delivery Boy,0,Opportunistic crime,18
Amrita Mukherjee,Gayathri,42,Male,"73/50, Sachdeva Road",Chikkamagaluru,Driver,0,Opportunistic crime,21
Nakul Maharaj,,26,Male,"34/42, Gopal Zila",Raichur,Mechanic,0,Opportunistic crime,16
Chakradev Sura,Liam,29,Male,"18, Cherian Marg",Koppal,Vendor,1,Opportunistic crime,9
Nitesh Iyer,,38,Male,"82/439, Pandya Circle",Mandya,Laborer,2,Opportunistic crime,43
Qasim Sharma,,34,Male,"22, Bhatt Path",Bengaluru Rural,Mechanic,2,Opportunistic crime,7
Michael Cheema,Vamakshi,51,Female,"44/718, Raja Path",Kolar,Laborer,0,Opportunistic crime,20
Rudra Kashyap,,41,Male,"09/93, Doshi Chowk",Chikkamagaluru,Laborer,0,Opportunistic crime,18
Abdul Chadha,,22,Male,"27/270, Korpal Nagar",Hassan,Mechanic,0,Opportunistic crime,23
Rachana Choudhury,,28,Male,"H.No. 142, Varghese Circle",Bengaluru Urban,Delivery Boy,0,Opportunistic crime,37
Ojas Kohli,,27,Male,"H.No. 25, Malhotra Path",Bidar,Unemployed,0,Opportunistic crime,17
Ranveer Parmer,,23,Male,"H.No. 02, Khosla Circle",Mandya,Unemployed,0,Opportunistic crime,6
Yashoda Minhas,,53,Male,"H.No. 886, Balay",Davangere,Vendor,1,Opportunistic crime,17
Bishakha Kalla,,26,Male,"142, Yogi Path",Udupi,Driver,0,Opportunistic crime,50
Liam Parmar,,46,Male,"19/481, Ganesan Zila",Hassan,Delivery Boy,0,Opportunistic crime,12
Hemal Desai,Jhalak,48,Male,"07/740, Khosla Street",Hassan,Mechanic,0,Opportunistic crime,21
William Thakur,,33,Female,"69, Jayaraman Street",Bengaluru Rural,Contractor,0,Opportunistic crime,30
Jacob Sarma,,44,Male,"38/699, De Path",Kalaburagi,Delivery Boy,1,Opportunistic crime,6
Manbir Rattan,,47,Female,"73/112, Buch Nagar",Chikkamagaluru,Delivery Boy,0,Opportunistic crime,20
Prisha Khatri,,52,Male,"685, Gandhi Circle",Raichur,Unemployed,0,Opportunistic crime,49
Maanas Lata,Nimrat,52,Female,"77/711, Bhattacharyya",Mandya,Delivery Boy,1,Opportunistic crime,38
Laban Mishra,,19,Female,"78/08, Subramanian Road",Mandya,Unemployed,0,Opportunistic crime,9
Akshay Kapoor,,34,Male,"69/36, Ranganathan Ganj",Raichur,Delivery Boy,0,Opportunistic crime,0
Jagat Aggarwal,,51,Male,"H.No. 44, Nair Street",Mangaluru (Dakshina Kannada),Unemployed,0,Opportunistic crime,29
Bakhshi Nanda,,31,Male,"H.No. 312, Menon Path",Udupi,Delivery Boy,0,Opportunistic crime,14
Wyatt Vaidya,Raksha,48,Male,"58/637, Chaudhary Street",Mysuru,Unemployed,0,Opportunistic crime,9
Reyansh Brahmbhatt,,23,Female,"H.No. 804, Chaudry Circle",Shivamogga,Mechanic,2,Opportunistic crime,31
Hredhaan Memon,,22,Female,"H.No. 088, Lata Nagar",Vijayapura,Unemployed,0,Opportunistic crime,9
Thomas Subramaniam,,22,Female,"71, Ram Nagar",Mysuru,Mechanic,1,Opportunistic crime,19
Eiravati Bala,,20,Male,"H.No. 41, Nagarajan Circle",Raichur,Vendor,1,Opportunistic crime,8
Balendra D’Alia,,43,Male,"63/16, Sachdeva Zila",Kolar,Unemployed,0,Opportunistic crime,5
Jagdish Hegde,,43,Female,"30/87, Natt",Mangaluru (Dakshina Kannada),Contractor,2,Opportunistic crime,46
Chasmum Mannan,Omya,53,Male,"77, Gera Zila",Kalaburagi,Mechanic,0,Opportunistic crime,13
Panini Rai,,18,Male,"82, Dasgupta Marg",Tumakuru,Driver,0,Opportunistic crime,31
Bakhshi Dhillon,Radha,36,Female,"591, Sha Marg",Kolar,Unemployed,0,Opportunistic crime,1
Sathvik Narula,,19,Male,"H.No. 394, Lall Circle",Belagavi,Laborer,0,Opportunistic crime,48
Raksha Hora,,19,Male,"17, Loyal",Belagavi,Vendor,0,Opportunistic crime,8
Mitesh Salvi,,53,Male,"46/181, Sarma Nagar",Kolar,Contractor,1,Opportunistic crime,28
Oscar Sangha,,18,Male,"90, Ghosh Path",Mandya,Laborer,0,Opportunistic crime,47
Wyatt Brar,Vanya,20,Male,"H.No. 855, Munshi Street",Raichur,Contractor,0,Opportunistic crime,33
Ikbal Kamdar,,23,Female,"62/13, Menon Circle",Bengaluru Rural,Delivery Boy,0,Opportunistic crime,42
Wyatt Sani,,46,Male,"85/340, Loke",Davangere,Delivery Boy,0,Opportunistic crime,4
Caleb Mitter,,39,Male,"20/979, Biswas Zila",Bengaluru Urban,Unemployed,0,Opportunistic crime,36
Nachiket Narayanan,,41,Male,"10/896, Srinivasan Marg",Koppal,Contractor,0,Opportunistic crime,17
Krish Krishnan,,37,Female,"61/846, Shanker Chowk",Mandya,Delivery Boy,0,Opportunistic crime,47
Bahadurjit Memon,,34,Male,"H.No. 26, Rao Path",Ballari,Mechanic,0,Opportunistic crime,6
Mason Khare,Rudra,24,Female,"23/46, Sheth",Udupi,Vendor,0,Opportunistic crime,39
Mohammed Narain,,26,Male,"871, Pingle Nagar",Chikkamagaluru,Unemployed,0,Opportunistic crime,9
Hritik Mitra,Chandran,49,Male,"321, Krish",Bengaluru Urban,Driver,0,Opportunistic crime,13
Guneet Bahri,,32,Male,"56/64, Bhatt Street",Bengaluru Urban,Mechanic,0,Opportunistic crime,33
Victor Lanka,,50,Male,"97, Edwin Road",Vijayapura,Contractor,0,Opportunistic crime,46
Gaurika Setty,,28,Male,"H.No. 74, Bhavsar Zila",Mysuru,Delivery Boy,0,Opportunistic crime,14
Nathan Choudhary,,44,Male,"H.No. 92, Taneja Chowk",Vijayapura,Contractor,0,Opportunistic crime,20
Isaac Dash,,24,Male,"H.No. 992, Srivastava Marg",Mandya,Laborer,1,Opportunistic crime,2
Jairaj Kalla,,51,Male,"H.No. 44, Doshi Nagar",Belagavi,Unemployed,0,Opportunistic crime,9
Bakhshi Mandal,,49,Male,"63/917, Mukherjee Path",Bengaluru Rural,Driver,0,Opportunistic crime,32
Victor Vyas,,49,Male,"77, Gandhi Path",Mangaluru (Dakshina Kannada),Contractor,0,Opportunistic crime,28
Lohit Sastry,,45,Male,"88, Rattan",Ballari,Unemployed,0,Opportunistic crime,36
Chaitanya Banik,,36,Male,"53/788, Badal Zila",Mangaluru (Dakshina Kannada),Delivery Boy,0,Opportunistic crime,19
Victor Taneja,,54,Male,"H.No. 89, Narayan Road",Raichur,Mechanic,0,Opportunistic crime,18
Vihaan Date,,46,Male,"H.No. 248, Dayal Circle",Tumakuru,Delivery Boy,0,Opportunistic crime,40
Zilmil Tandon,,33,Male,"55/03, Balay Zila",Hassan,Mechanic,0,Opportunistic crime,33
Gaurav Goda,,36,Female,"H.No. 643, Sehgal",Chikkamagaluru,Laborer,0,Opportunistic crime,0
Ojas Menon,Damyanti,43,Male,"H.No. 719, Johal Road",Mangaluru (Dakshina Kannada),Driver,0,Opportunistic crime,35
Gunbir Kothari,,49,Male,"93/423, Sandhu Nagar",Bengaluru Rural,Mechanic,0,Opportunistic crime,42
Umang Handa,,42,Male,"907, Kothari Street",Bengaluru Urban,Mechanic,1,Opportunistic crime,3
Krish Tiwari,Adweta,28,Male,"36/110, Loyal Ganj",Chikkamagaluru,Vendor,0,Opportunistic crime,16
Bahadurjit Bal,,42,Female,"87, Luthra Street",Koppal,Laborer,0,Opportunistic crime,27
Nathan Chandran,,38,Female,"47/488, Wable Path",Bengaluru Rural,Vendor,2,Opportunistic crime,7
Aditya Bhatti,Gunbir,24,Male,"382, Palan Nagar",Belagavi,Vendor,0,Opportunistic crime,47
Ronith Raval,Vedika,33,Male,"257, Khurana Road",Bengaluru Urban,Mechanic,1,Opportunistic crime,5
Gaurav Raju,,34,Female,"41, Khanna Path",Bengaluru Urban,Mechanic,1,Opportunistic crime,49
Ikbal Mohanty,,51,Male,"H.No. 92, Gill Street",Hassan,Contractor,0,Opportunistic crime,26
Hemang Dora,Chameli,53,Male,"25/256, Ramachandran Ganj",Raichur,Contractor,1,Opportunistic crime,25
Yatan Parikh,,23,Male,"93, Ganesh Nagar",Hubballi-Dharwad,Driver,0,Opportunistic crime,0
Ekbal Mukhopadhyay,Veer,34,Female,"81/429, Rege Nagar",Mandya,Laborer,0,Opportunistic crime,36
Geetika Singh,,33,Female,"15/11, Dasgupta Marg",Hubballi-Dharwad,Laborer,0,Opportunistic crime,49
Samar Buch,,39,Male,"11, Sha Nagar",Mysuru,Delivery Boy,0,Opportunistic crime,34
Vihaan Aggarwal,Zayyan,52,Female,"H.No. 100, Narayanan Zila",Kolar,Delivery Boy,0,Opportunistic crime,33
Xiti Rao,,52,Male,"682, Pillay Path",Raichur,Laborer,0,Opportunistic crime,43
Dhruv Khatri,,46,Male,"H.No. 356, Bhardwaj",Koppal,Driver,0,Opportunistic crime,21
Ekavir Munshi,,42,Male,"H.No. 61, Barad Road",Raichur,Unemployed,0,Opportunistic crime,32
Yashoda Dyal,,35,Male,"37/096, Karnik Circle",Tumakuru,Delivery Boy,0,Opportunistic crime,2
Netra Cherian,,34,Male,"H.No. 93, Bhardwaj Street",Belagavi,Delivery Boy,2,Opportunistic crime,38
Chandresh Bedi,Baljiwan,46,Female,"H.No. 13, Purohit Road",Chikkamagaluru,Delivery Boy,0,Opportunistic crime,23
Avni Kannan,,28,Male,"H.No. 21, Murthy",Kolar,Laborer,0,Opportunistic crime,21
Rishi Tank,,21,Male,"32/37, Chandra Path",Hubballi-Dharwad,Driver,1,Opportunistic crime,49
Hredhaan Dugar,Reva,41,Female,"H.No. 848, Dass Zila",Hassan,Driver,0,Opportunistic crime,1
Kevin Reddy,,18,Male,"26, Khanna Street",Tumakuru,Delivery Boy,0,Opportunistic crime,31
Kabir Pillay,,54,Male,"18, Grewal Chowk",Koppal,Driver,1,Opportunistic crime,42
Maanav Kulkarni,,21,Male,"H.No. 796, Chawla",Ballari,Contractor,0,Opportunistic crime,14
Bachittar Vyas,,37,Male,"08/10, Purohit Chowk",Mandya,Mechanic,1,Opportunistic crime,40
Watika Butala,,25,Male,"287, Krishnamurthy Zila",Raichur,Driver,1,Opportunistic crime,39
Aryan Apte,,26,Female,"H.No. 741, Chaudhuri",Shivamogga,Driver,0,Opportunistic crime,21
Warinder Kalita,Radha,52,Male,"74, Narain Chowk",Mysuru,Contractor,0,Opportunistic crime,10
Balendra Wadhwa,,36,Male,"87/54, Chakraborty Path",Bidar,Contractor,0,Opportunistic crime,3
Arjun Narain,,24,Female,"52/170, Badami Path",Vijayapura,Vendor,0,Opportunistic crime,42
Bishakha Deshpande,,21,Female,"34/493, Butala Street",Hassan,Mechanic,0,Opportunistic crime,21
Samuel Chadha,,45,Female,"16/34, Pal Zila",Kolar,Vendor,0,Opportunistic crime,49
Omisha Sachar,,27,Male,"H.No. 93, Bal Ganj",Davangere,Laborer,0,Opportunistic crime,0
Aarav Bhardwaj,,28,Male,"23/33, Dani Chowk",Shivamogga,Unemployed,0,Opportunistic crime,36
Dalbir Singh,Kamala,41,Male,"87/056, Kara Ganj",Koppal,Mechanic,1,Opportunistic crime,30
Azaan Rastogi,,53,Female,"89/96, Chatterjee Street",Belagavi,Contractor,0,Opportunistic crime,49
Pooja Sachar,,43,Male,"428, Karnik",Tumakuru,Vendor,0,Opportunistic crime,7
Leena Mann,Ekta,51,Female,"575, Seth",Udupi,Driver,1,Opportunistic crime,19
Praneel Sastry,Aditya,32,Male,"H.No. 043, Venkataraman Road",Hassan,Delivery Boy,0,Opportunistic crime,20
Charles Jhaveri,Zaitra,53,Female,"H.No. 88, Basu Chowk",Chikkamagaluru,Delivery Boy,0,Opportunistic crime,11
Anmol Rastogi,,31,Male,"88, Pal Road",Hubballi-Dharwad,Laborer,0,Opportunistic crime,14
